POLYMER_USED,DRUG,drug_logp,poly_topological_surface_area_sum_fullpolymerfeaturizer,sa_score_H,drug_homo_eV,drug_lumo_eV,drug_charge_at_WATER_PH
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,61.8300,3.1298,-11.3751,-7.8683,-1
*Oc1ccccc1C(=O)Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,105.2000,2.3653,-11.4778,-7.8688,-1
*Oc1ccc(OC(=O)c2ccc(OC(=O)Nc3cccc(*)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.8600,1.7746,-11.3751,-7.8683,-1
*CCCCCCNC(=O)C(=O)NCc1ccc(NC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,96.5300,1.9147,-11.4778,-7.8688,-1
*OC(=O)OCCOc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,71.0600,2.1412,-11.4778,-7.8688,-1
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,106.5900,3.3933,-11.3751,-7.8683,-1
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9000,2.3807,-11.3751,-7.8683,-1
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,95.9700,2.1083,-11.4778,-7.8688,-1
*CCCCCCCCCCOC(=O)NCCNCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,76.6600,2.0975,-11.3751,-7.8683,-1
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(*)cc3C)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,72.4700,1.7947,-11.4778,-7.8688,-1
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.7100,2.9517,-11.3751,-7.8683,-1
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.6300,2.3383,-11.3751,-7.8683,-1
*CC(O)C(F)COc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.0600,3.1078,-11.3751,-7.8683,-1
*CCC(=O)OC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,69.6700,1.9190,-11.3751,-7.8683,-1
*CCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)NCCCCCCNC(*)=N,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,135.2100,2.6432,-11.4778,-7.8688,-1
*/C=N/c1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(*)cc4)cc3)cc2)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,70.5600,2.3575,-11.3751,-7.8683,-1
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,81.7000,2.3512,-11.3751,-7.8683,-1
*Oc1ccc(C(=O)ONCc2cc(C)c(OC(=O)C(C)CC(=O)O*)c(C(=O)OCCCCC)c2)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,126.4600,3.6022,-11.4778,-7.8688,-1
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,130.6700,2.7000,-11.4778,-7.8688,-1
*C(=O)CCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9000,1.9891,-11.3751,-7.8683,-1
*CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)NCCCCOCCNC(=O)NCCCCOC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,165.3500,2.7173,-11.3751,-7.8683,-1
*CCCCCCCCC(CNC(=O)CCCCC(=O)N(C)C(=O)N*)c1ccc(-c2ccc(Cl)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.5100,2.9503,-11.3751,-7.8683,-1
*CCOC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCCCCCCC(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,110.8000,2.1079,-11.3751,-7.8683,-1
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,190.2600,2.7028,-11.3751,-7.8683,-1
*CCCCCCCCCNC(=O)C(OCCCCCCC)C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.6300,2.7502,-11.4778,-7.8688,-1
*OP(=O)(OC)OC(O)c1ccc(/C=C/c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.9900,3.2062,-11.3751,-7.8683,-1
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,67.4300,2.9012,-11.3751,-7.8683,-1
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.9200,2.4956,-11.4778,-7.8688,-1
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,80.2900,2.7443,-11.3751,-7.8683,-1
*OC(=O)NCCCCCCCNC(=O)CCCCCCC(=N)NCCSCCCNC(*)=CCCCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,115.3400,3.1570,-11.3751,-7.8683,-1
*CC(*)C(=O)OC(=O)OCCCCCC(=S)Oc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,97.3600,2.5931,-11.4778,-7.8688,-1
*CC1CCC(CCCCCCCCCCCCNC(=O)C(OCC)CCCCC(=O)O*)CC1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.6300,2.9301,-11.3751,-7.8683,-1
*CCCCCc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1OCCCCCCCCCCCOc1ccc(*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.9600,2.7923,-11.3751,-7.8683,-1
*CC(*)(C)C(=O)OCCCOc1ccc(OCC(CO)c2ccc(C(=O)C)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.0600,2.7253,-11.4778,-7.8688,-1
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,122.8100,3.0384,-11.4778,-7.8688,-1
*CNC(=O)c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,87.3000,1.7131,-11.3751,-7.8683,-1
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,132.9100,3.1118,-11.4778,-7.8688,-1
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,68.2300,3.1267,-11.3751,-7.8683,-1
*Oc1ccc(C(=O)c2ccc(OC(=O)OCCOC(*)=O)cc2C(=O)Oc2ccc(OC(=O)c3ccc(C#N)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,164.5200,2.7984,-11.3751,-7.8683,-1
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,168.0500,3.1504,-11.3751,-7.8683,-1
*CCOCCOCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)NNC(=O)N*)cc2C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,144.0900,2.2829,-11.3751,-7.8683,-1
*CCOCCCOCCOC(=O)c1ccc(C(=O)O*)c(Br)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,71.0600,2.1743,-11.4778,-7.8688,-1
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,66.0200,3.2925,-11.3751,-7.8683,-1
*NC(CC(*)=O)C(=O)OCCOC(CC)O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,84.8600,3.7183,-11.3751,-7.8683,-1
*Oc1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(*)=O)c(C(C)C)c4)cc3)cc2)cc1OC#CCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,88.1300,3.1132,-11.3751,-7.8683,-1
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,66.3500,2.9170,-11.3751,-7.8683,-1
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,142.7000,3.7957,-11.4778,-7.8688,-1
*O[Si](C)(C)CCCCOC(=O)c1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9000,2.3626,-11.3751,-7.8683,-1
*CCCCCC(=O)OCCOCCOC(=O)COC(=O)c1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,114.4300,2.1365,-11.3751,-7.8683,-1
*NC(C)CCCOc1ccccc1OC(=O)c1ccc(S(=O)(=O)c2ccc(*)cc2)c(SCCCC)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,81.7000,2.9359,-11.4778,-7.8688,-1
*CC(*)C(=O)OCCCCCCOc1ccc(C(C)(C)c2ccc(O)c(OCCCCC)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.9900,2.4034,-11.4778,-7.8688,-1
*CCOCCOCCOP(=O)(C#N)C(=O)Sc1ccccc1-c1ccc(C(=O)N*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,114.7200,3.4626,-11.3751,-7.8683,-1
*CC(CC(=O)OC)C(=O)NCCP(=O)(OC(C)O*)OCC(C)(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,100.1600,4.0436,-11.3751,-7.8683,-1
*CC(*)(C)C(=O)[N+](=O)[O-],CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,60.2100,3.1108,-11.4778,-7.8688,-1
*CC(*)C(=O)Nc1ccc(C(=O)OCCCCCOc2ccc(/N=N/c3ccc(N=C/c4ccc(OCC)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,110.9400,2.7139,-11.4778,-7.8688,-1
*CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)Oc2ccc(C(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,105.2000,2.6298,-11.3751,-7.8683,-1
*CCOCC(=O)SSCCCCCCCCC(=O)NCCNC(=O)OCCCCCCOCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,112.1900,2.9310,-11.4778,-7.8688,-1
*CCCCCCCCCCC(=O)NCCCCNC(=O)c1ccc(C(=O)NCCNC(=O)CCCSCCCCC(=O)c2ccc(C(=O)N*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,162.5700,2.8070,-11.4778,-7.8688,-1
*CCCCCCOC(=O)SCCCSC(=O)Oc1ccc(C(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9000,2.6865,-11.4778,-7.8688,-1
*CCCOC(=O)NC(=O)c1ccccc1C(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,72.4700,2.0929,-11.4778,-7.8688,-1
*CCC[Se]C(=O)NCCCCCCNC(=O)OCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,96.5300,2.9058,-11.4778,-7.8688,-1
*OC(=O)CCOCC(=S)OC(=O)c1ccc(*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,61.8300,2.3897,-11.4778,-7.8688,-1
*Oc1ccc(C(=O)OC(=O)c2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(OCCCCCCCCC(*)=O)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,137.1000,2.5258,-11.4778,-7.8688,-1
