POLYMER_USED,DRUG,drug_logp,poly_topological_surface_area_sum_fullpolymerfeaturizer,sa_score_H,drug_homo_eV,drug_lumo_eV,drug_charge_at_WATER_PH
*CCCCCCCCCSCCCCCCC(=O)NCCCCCCCNC(=O)CC(=O)N*,CN(C)C(=N)N=C(N)N,-1.243829999999999,87.30000000000001,2.4871585576730784,-9.496668989646176,-5.967838613344409,1
*CC(C#N)=C/C=C/C(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,91.22000000000001,2.442972115684176,-9.53034136574719,-6.097763334297231,1
*C(=O)CN(c1ccc(CC(C)(C)c2ccccc2)cc1)C(=O)NCCCCCSCCNC(=O)C(=O)NCCCSCCCCNC(*)=O,CN(C)C(=N)N=C(N)N,-1.243829999999999,136.71,3.367328322687408,-9.53032941849808,-6.097752475993543,1
*CC(CCCCCCCCCOCCOCCOCCOCOCCOCOC*)Oc1ccc(Br)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,73.84000000000002,3.2097974514364926,-9.440294633507426,-5.971013294308407,1
*OC(F)COC(=O)NCCCCNC(=O)OCCCCCCCCC(*)=O,CN(C)C(=N)N=C(N)N,-1.243829999999999,102.96000000000001,3.0850670177065176,-9.496662995297154,-5.967840738619311,1
*CC(C)C(C)C(*)CC(=O)Oc1ccc(/N=N/c2ccc(/C=C/c3ccc(OCCCCCCCC)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,60.25,3.1295917743422743,-9.5303343447913,-6.0977568066727725,1
*Oc1c(C)cc(C)c(NC(=O)CCCCC(*)=O)c1C#N,CN(C)C(=N)N=C(N)N,-1.243829999999999,79.19,2.6334927184683607,-9.417951863179033,-5.999925129113184,1
*N=P(*)(CCl)OCOCCCOCCOCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,126.37,3.7245694066704758,-9.44029764613466,-5.971021855738251,1
*c1ccc(OC(=O)c2ccc(C(=O)O*)cc2C)c(OC(=O)c2ccccc2)c1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.9,1.8749518484601317,-9.511367580761911,-6.132749190255523,1
*c1ccc(C(=O)Oc2ccc(C(=O)OC(OC)OCC(C)CCCCOC(=O)c3ccc(F)cc3)cc2)cc1*,CN(C)C(=N)N=C(N)N,-1.243829999999999,97.36000000000001,3.256631854265853,-9.530333979569686,-6.097755841251872,1
*CCOCCOCCCOCCOCCOCCOCCCOCCOc1ccc(C(=O)Nc2ccc(OC(=O)Nc3ccc(C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,179.60000000000002,3.0137034440720907,-9.49666929054251,-5.967851272899532,1
*OC(=O)NC(=O)c1ccc(C(*)=O)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,72.47,1.9103137840727058,-9.530337734338394,-6.097758820832431,1
*Nc1ccc(C(=O)c2ccc(C(=O)NCCCCCCCNC(=O)c3ccc(NC(=O)SCCCCCCCCC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,145.5,2.8124077944258303,-9.530336846961864,-6.097756039488071,1
*Cc1ccc(S(=O)(=O)CCCCCCC(=O)N2CCC(CCC(=O)O*)CCCC2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,80.75000000000001,2.6583012042299785,-9.530336712896323,-6.097753477018028,1
*CCCCCCCCCCCCCCCC(=O)OCCc1ccc(C(=O)OC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.90000000000002,2.285904261415377,-9.073778721172609,-5.411896871413223,1
*CCCCCCCCCCCCOC(=O)c1ccc(C(=O)NSCCC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,81.7,2.4303775621499533,-9.233448444895043,-5.420569424455362,1
*CCCCCCCCCCCCCCCCCCNC(=O)NCCSCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC(=O)N*,CN(C)C(=N)N=C(N)N,-1.243829999999999,128.43,2.7911203015184416,-9.23345434762743,-5.420579690588371,1
*/N=N/C(=N/C=C/c1ccc(OC)cc1)OC(*)OCCOc1ccc(/N=N/c2ccc(S(=O)(=O)CCCCCCCCCC)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,132.86,3.575944504688466,-9.511367729677904,-6.132754740656267,1
*Oc1ccc(C(=NC#N)c2ccc(Cc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)c(C(C)(C)C)c3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,83.71000000000001,2.6620561277819377,-9.53032819749307,-6.097744682432667,1
*OC(O)C(=O)NC(C)(C)OC(*)=O,CN(C)C(=N)N=C(N)N,-1.243829999999999,84.86000000000001,3.718083099869376,-9.530334458718773,-6.0977508077521945,1
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(NC(=O)c4ccc(OC(=O)c5ccc(*)s5)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,73.86000000000001,2.362061398957241,-9.530333892302975,-6.097755831108373,1
*CCCCCCCCCCCCCCCCCCOC(=O)S(=O)(=O)CCCCCCCCC(=O)OCc1CCCC(=O)N1*,CN(C)C(=N)N=C(N)N,-1.243829999999999,107.05,3.490789334880617,-9.440298681158092,-5.971022623524112,1
*OC(=O)CCCCCCC(=O)OCCCCCCCOc1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,97.36000000000001,2.236745309612667,-9.07377243194679,-5.411897164514124,1
*OC(O)COc1ccc(/C=N/c2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,60.28,2.2974251071323284,-9.417953949488075,-5.999932274114635,1
*O[Si](C)(C)Oc1ccc(/C=C/c2ccc(-c3ccc(/N=N/c4ccc(Sc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,60.25,2.9461688135807513,-9.49666731930355,-5.967839057929233,1
*O[Si](C)(C)CCCOC(=O)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,88.13,2.2907628231922477,-9.233454592611478,-5.420577587268128,1
*CCCCCCCCCNC(=O)CSCCCCCCCC(=O)NCCCCNC(=O)CCCCNC(=O)CCCCCCCCCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,-1.243829999999999,145.5,2.727157588539006,-9.530334763770286,-6.097756628809229,1
*CCOCCOC(=O)CCCCC(COCC)CC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,71.06,2.792513800104844,-9.530331899935732,-6.097758530609801,1
*c1ccc(S(=O)(=O)CCCCCCCCCCCC(=O)OCCCCOc2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,69.67,2.1570789945209192,-9.069649974344712,-5.205681682854405,1
*CS(=O)(=O)CCCCCCCCC(=O)N*,CN(C)C(=N)N=C(N)N,-1.243829999999999,63.24,2.0150715803423775,-9.496666159663937,-5.967836046062785,1
*O[Si](*)(C)CCCCCOC(=O)c1ccc(/N=N/c2ccc(C#Cc3ccccc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,60.25,3.3497768086251707,-9.530333474944015,-6.097760702294681,1
*CCCCCCCOC(=O)NCCCCCCCCCCCNC(=O)CCCCC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,93.73,2.2283727314069246,-9.511367267387326,-6.132756768234446,1
*CCCCCCCCCCCSCCC(=O)NCCCCCNC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,67.43,2.257193730627902,-9.511366044861767,-6.132750671910011,1
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,61.83,3.1297604233682987,-9.496659793854008,-5.967830888876069,1
*Oc1ccccc1C(=O)Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,105.20000000000002,2.3652868539032728,-9.07378179304488,-5.41189426213631,1
*Oc1ccc(OC(=O)c2ccc(OC(=O)Nc3cccc(*)c3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,73.86,1.7746399510021202,-9.359322649964716,-5.850394603787133,1
*CCCCCCNC(=O)C(=O)NCc1ccc(NC(=O)O*)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,96.53000000000002,1.9146662152815264,-9.440303202948225,-5.971029973890815,1
*OC(=O)OCCOc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,71.06,2.1412388434625367,-9.496668782186239,-5.967839999558871,1
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,106.59,3.3932517724099327,-9.4966639858677,-5.967840258367603,1
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.9,2.380666904645256,-9.530333025521289,-6.097757701635948,1
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,95.97000000000001,2.108252244716457,-9.530338809559822,-6.097758178557456,1
*CCCCCCCCCCOC(=O)NCCNCC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,76.66000000000001,2.0974652631961863,-9.440299744186426,-5.971025250343206,1
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(*)cc3C)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,72.47,1.7946948213920066,-9.440296463354588,-5.9710160212894525,1
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,91.03,2.424259760147047,-9.53033394971088,-6.097759180858176,1
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.71000000000001,2.9517150020544083,-9.44029744371953,-5.971017817681103,1
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.63000000000001,2.3383186801420326,-9.53033852197502,-6.097758814443212,1
*CC(O)C(F)COc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,82.06,3.1077520932296183,-9.49666765770703,-5.967844582643826,1
*CCC(=O)OC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,69.67,1.9190407345122935,-9.511370599002438,-6.132758260369495,1
*CCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)NCCCCCCNC(*)=N,CN(C)C(=N)N=C(N)N,-1.243829999999999,135.21,2.6432308886343137,-9.440294247094126,-5.971015089567814,1
*/C=N/c1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(*)cc4)cc3)cc2)c1,CN(C)C(=N)N=C(N)N,-1.243829999999999,70.56,2.3574650838596583,-9.069656394213746,-5.205681138310907,1
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,81.7,2.3512181122643803,-9.073775755631166,-5.411895738827098,1
*Oc1ccc(C(=O)ONCc2cc(C)c(OC(=O)C(C)CC(=O)O*)c(C(=O)OCCCCC)c2)s1,CN(C)C(=N)N=C(N)N,-1.243829999999999,126.46000000000002,3.602170018324072,-9.530338541503856,-6.097755618671719,1
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,130.67,2.699979733897692,-9.440297463438894,-5.971020741766611,1
*C(=O)CCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.9,1.989072317352532,-9.51137145612864,-6.132764442209572,1
*CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)NCCCCOCCNC(=O)NCCCCOC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,165.35,2.717254794004786,-9.511365891346731,-6.1327494741865936,1
*CCCCCCCCC(CNC(=O)CCCCC(=O)N(C)C(=O)N*)c1ccc(-c2ccc(Cl)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.51,2.9502540096218954,-9.496669801615365,-5.967844172837102,1
*CCOC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCCCCCCC(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,110.8,2.1078795566304116,-9.511368636384057,-6.13275072474312,1
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,190.25999999999996,2.702797597754934,-9.073773218625021,-5.411891118304921,1
*CCCCCCCCCNC(=O)C(OCCCCCCC)C(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.63,2.7502311676763114,-9.417948090728368,-5.999932825302159,1
*OP(=O)(OC)OC(O)c1ccc(/C=C/c2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.99000000000001,3.2062205287340806,-9.440301311757157,-5.971018312182481,1
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,CN(C)C(=N)N=C(N)N,-1.243829999999999,67.43,2.9011573278492584,-9.530337231051472,-6.097754279903044,1
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,82.91999999999999,2.49564104539812,-9.073776635092672,-5.41190236691449,1
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,80.29,2.744278889017391,-9.440296403651447,-5.97102048191446,1
*OC(=O)NCCCCCCCNC(=O)CCCCCCC(=N)NCCSCCCNC(*)=CCCCCCC,CN(C)C(=N)N=C(N)N,-1.243829999999999,115.34,3.157010913958101,-9.440300268425323,-5.971018332682605,1
*CC(*)C(=O)OC(=O)OCCCCCC(=S)Oc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,97.36000000000001,2.5931036885768624,-9.440295055060941,-5.971011661113537,1
*CC1CCC(CCCCCCCCCCCCNC(=O)C(OCC)CCCCC(=O)O*)CC1,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.63,2.93014886263499,-9.073781287993459,-5.411897209319305,1
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)OC(C)C)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,61.83,1.9555443998568371,-9.440294833591407,-5.971013613711443,1
*CCCCCc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1OCCCCCCCCCCCOc1ccc(*)s1,CN(C)C(=N)N=C(N)N,-1.243829999999999,73.96000000000001,2.792337920696374,-9.530333553165146,-6.0977540075881835,1
*CC(*)(C)C(=O)OCCCOc1ccc(OCC(CO)c2ccc(C(=O)C)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,82.06,2.72532710365755,-8.980350781518528,-5.165265492697134,1
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,CN(C)C(=N)N=C(N)N,-1.243829999999999,122.81000000000002,3.0383572573922972,-9.496664953083169,-5.967845995083337,1
*CNC(=O)c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,87.30000000000001,1.7131341536462124,-9.530338323882678,-6.0977652467537595,1
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,CN(C)C(=N)N=C(N)N,-1.243829999999999,132.90999999999997,3.1117660039876522,-9.233447127471688,-5.420572798639932,1
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,CN(C)C(=N)N=C(N)N,-1.243829999999999,68.23,3.1267159417703745,-9.496668409413681,-5.9678366585027325,1
*Oc1ccc(C(=O)c2ccc(OC(=O)OCCOC(*)=O)cc2C(=O)Oc2ccc(OC(=O)c3ccc(C#N)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,164.51999999999998,2.798416417891829,-9.530335553624766,-6.097751491813062,1
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,168.05,3.150445451286414,-9.496670085114719,-5.967839555740968,1
*CCOCCOCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)NNC(=O)N*)cc2C)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,144.09,2.282866112665932,-9.440294705431988,-5.971016700239866,1
*CCOCCCOCCOC(=O)c1ccc(C(=O)O*)c(Br)c1,CN(C)C(=N)N=C(N)N,-1.243829999999999,71.06,2.1743412638702377,-9.530340033578204,-6.097756743057427,1
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,CN(C)C(=N)N=C(N)N,-1.243829999999999,66.02000000000001,3.2925204367371865,-9.073777153178325,-5.4118987598831545,1
*NC(CC(*)=O)C(=O)OCCOC(CC)O,CN(C)C(=N)N=C(N)N,-1.243829999999999,84.86000000000001,3.718288702261911,-9.5303348682957,-6.097750979377191,1
*Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,84.5,1.6946528426326086,-9.530323803730967,-6.0977529726399675,1
*Oc1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(*)=O)c(C(C)C)c4)cc3)cc2)cc1OC#CCCCC,CN(C)C(=N)N=C(N)N,-1.243829999999999,88.13000000000001,3.113185211362401,-9.073782755666768,-5.411906205748954,1
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,66.35000000000001,2.9170394213775346,-9.233451584478317,-5.420569654109163,1
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,142.7,3.79568308723044,-9.440297901954867,-5.971014329225209,1
*O[Si](C)(C)CCCCOC(=O)c1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,78.9,2.362573816852013,-9.4403009639285,-5.97102150750006,1
*CCCCCC(=O)OCCOCCOC(=O)COC(=O)c1ccc(C(=O)O*)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,114.42999999999999,2.136468340324644,-9.440292270199635,-5.971018444573797,1
*CCOC(=O)Sc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.63,2.1993123173525326,-9.440300759521993,-5.971020805884574,1
*NC(C)CCCOc1ccccc1OC(=O)c1ccc(S(=O)(=O)c2ccc(*)cc2)c(SCCCC)c1,CN(C)C(=N)N=C(N)N,-1.243829999999999,81.69999999999999,2.9358701351337917,-9.530328714702573,-6.097749770656834,1
*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)cc1,CN(C)C(=N)N=C(N)N,-1.243829999999999,64.63,1.7600800823304894,-9.440297624592192,-5.971021026233079,1
