POLYMER_USED,DRUG,drug_logp,poly_topological_surface_area_sum_fullpolymerfeaturizer,sa_score_H,drug_homo_eV,drug_lumo_eV,drug_charge_at_WATER_PH
*C#CCOc1ccc(C(=O)c2ccc(OCCCCCC(=O)c3ccc(S(=O)(=O)c4ccc(O*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,95.97000000000001,2.4995831200120247,-11.477837418131122,-7.868788223298243,-1
*CCCCCCCCCSCCCCCCC(=O)NCCCCCCCNC(=O)CC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,87.30000000000001,2.4871585576730784,-11.375086755326999,-7.868291594108033,-1
*CC(C#N)=C/C=C/C(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,91.22000000000001,2.442972115684176,-11.375088394359883,-7.8682903650613385,-1
*C(=O)CN(c1ccc(CC(C)(C)c2ccccc2)cc1)C(=O)NCCCCCSCCNC(=O)C(=O)NCCCSCCCCNC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,136.71,3.367328322687408,-11.477838723510967,-7.868795888630938,-1
*CC(CCCCCCCCCOCCOCCOCCOCOCCOCOC*)Oc1ccc(Br)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.84000000000002,3.2097974514364926,-11.477842146485221,-7.868792972630939,-1
*OC(F)COC(=O)NCCCCNC(=O)OCCCCCCCCC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,102.96000000000001,3.0850670177065176,-11.477841107473493,-7.868792410040576,-1
*CC(C)C(C)C(*)CC(=O)Oc1ccc(/N=N/c2ccc(/C=C/c3ccc(OCCCCCCCC)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,60.25,3.1295917743422743,-11.375085594116872,-7.868291354972325,-1
*Oc1c(C)cc(C)c(NC(=O)CCCCC(*)=O)c1C#N,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,79.19,2.6334927184683607,-11.375087876213204,-7.868289969797207,-1
*N=P(*)(CCl)OCOCCCOCCOCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,126.37,3.7245694066704758,-11.477838182727172,-7.868787919617487,-1
*c1ccc(OC(=O)c2ccc(C(=O)O*)cc2C)c(OC(=O)c2ccccc2)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9,1.8749518484601317,-11.375087261612054,-7.868289183350661,-1
*c1ccc(C(=O)Oc2ccc(C(=O)OC(OC)OCC(C)CCCCOC(=O)c3ccc(F)cc3)cc2)cc1*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,97.36000000000001,3.256631854265853,-11.375086122335519,-7.868287850691403,-1
*CCOCCOCCCOCCOCCOCCOCCCOCCOc1ccc(C(=O)Nc2ccc(OC(=O)Nc3ccc(C(=O)Nc4ccc(O*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,179.60000000000002,3.0137034440720907,-11.37508735657635,-7.868290951349373,-1
*OC(=O)NC(=O)c1ccc(C(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,72.47,1.9103137840727058,-11.375085393769682,-7.868291044934692,-1
*Nc1ccc(C(=O)c2ccc(C(=O)NCCCCCCCNC(=O)c3ccc(NC(=O)SCCCCCCCCC(=O)Nc4ccc(*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,145.5,2.8124077944258303,-11.477842094739383,-7.868788485355934,-1
*Cc1ccc(S(=O)(=O)CCCCCCC(=O)N2CCC(CCC(=O)O*)CCCC2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,80.75000000000001,2.6583012042299785,-11.375084900749382,-7.868290905938385,-1
*CCCCCCCCCCCCCCCC(=O)OCCc1ccc(C(=O)OC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.90000000000002,2.285904261415377,-11.477838311256203,-7.8687876142469175,-1
*CCCCCCCCCCCCOC(=O)c1ccc(C(=O)NSCCC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,81.7,2.4303775621499533,-11.375083388069132,-7.868290607800393,-1
*CCCCCCCCCCCCCCCCCCNC(=O)NCCSCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,128.43,2.7911203015184416,-11.477841354765461,-7.868788395559304,-1
*/N=N/C(=N/C=C/c1ccc(OC)cc1)OC(*)OCCOc1ccc(/N=N/c2ccc(S(=O)(=O)CCCCCCCCCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,132.86,3.575944504688466,-11.477838550593509,-7.868787707332193,-1
*Oc1ccc(C(=NC#N)c2ccc(Cc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)c(C(C)(C)C)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,83.71000000000001,2.6620561277819377,-11.477836654842864,-7.8687912949310865,-1
*OC(O)C(=O)NC(C)(C)OC(*)=O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,84.86000000000001,3.718083099869376,-11.477839486179466,-7.868790611019416,-1
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(NC(=O)c4ccc(OC(=O)c5ccc(*)s5)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.86000000000001,2.362061398957241,-11.477836981946647,-7.868784885581942,-1
*CCCCCCCCCCCCCCCCCCOC(=O)S(=O)(=O)CCCCCCCCC(=O)OCc1CCCC(=O)N1*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,107.05,3.490789334880617,-11.375087300827097,-7.868290462229869,-1
*OC(=O)CCCCCCC(=O)OCCCCCCCOc1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,97.36000000000001,2.236745309612667,-11.477835742138746,-7.868795395670716,-1
*OC(O)COc1ccc(/C=N/c2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,60.28,2.2974251071323284,-11.375086103926874,-7.868288815489199,-1
*O[Si](C)(C)Oc1ccc(/C=C/c2ccc(-c3ccc(/N=N/c4ccc(Sc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,60.25,2.9461688135807513,-11.477840170410808,-7.868790472318253,-1
*O[Si](C)(C)CCCOC(=O)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,88.13,2.2907628231922477,-11.375087185190146,-7.86828815851052,-1
*CCCCCCCCCNC(=O)CSCCCCCCCC(=O)NCCCCNC(=O)CCCCNC(=O)CCCCCCCCCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,145.5,2.727157588539006,-11.375084914934547,-7.868290415689,-1
*CCOCCOC(=O)CCCCC(COCC)CC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,71.06,2.792513800104844,-11.47784026019067,-7.868792390040299,-1
*c1ccc(S(=O)(=O)CCCCCCCCCCCC(=O)OCCCCOc2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,69.67,2.1570789945209192,-11.477841160093979,-7.868799086727778,-1
*CS(=O)(=O)CCCCCCCCC(=O)N*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,63.24,2.0150715803423775,-11.477842899823083,-7.868793372459913,-1
*O[Si](*)(C)CCCCCOC(=O)c1ccc(/N=N/c2ccc(C#Cc3ccccc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,60.25,3.3497768086251707,-11.375085654586787,-7.8682887311939975,-1
*CCCCCCCOC(=O)NCCCCCCCCCCCNC(=O)CCCCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,93.73,2.2283727314069246,-11.375086181252245,-7.868291405449716,-1
*CCCCCCCCCCCSCCC(=O)NCCCCCNC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,67.43,2.257193730627902,-11.477840387031735,-7.8687869515049975,-1
*CCCCCCCCCOC(=O)C(CCCCCCCCCCOc1ccc(C(=O)O*)cc1)c1ccc([Si](C)(C)C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,61.83,3.1297604233682987,-11.477841373087033,-7.868790359859562,-1
*Oc1ccccc1C(=O)Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,105.20000000000002,2.3652868539032728,-11.375090308899166,-7.86828822559605,-1
*Oc1ccc(OC(=O)c2ccc(OC(=O)Nc3cccc(*)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.86,1.7746399510021202,-11.477838458771743,-7.8687879708192465,-1
*CCCCCCNC(=O)C(=O)NCc1ccc(NC(=O)O*)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,96.53000000000002,1.9146662152815264,-11.375088462552487,-7.868290050907165,-1
*OC(=O)OCCOc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,71.06,2.1412388434625367,-11.375083085194643,-7.868290910183258,-1
*O[Si](C)(C)O[Si](C)(C)CCCOC(=O)SCC(=O)OCCCCCCSCCCCCOc1ccc(OC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,106.59,3.3932517724099327,-11.3750859915008,-7.8682924915961605,-1
*CCCCCCCCC(=O)OCCCCCCCCCCCOC(=O)c1ccc(C(=O)O*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9,2.380666904645256,-11.375088313209174,-7.868287691231028,-1
*CC(*)C(=O)OCCCCCCOC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,95.97000000000001,2.108252244716457,-11.477842768358407,-7.8687929642520285,-1
*CCCCCCCCCCOC(=O)NCCNCC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,76.66000000000001,2.0974652631961863,-11.375088652657471,-7.86829378573576,-1
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(*)cc3C)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,72.47,1.7946948213920066,-11.375085265221083,-7.8682920235497855,-1
*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,91.03,2.424259760147047,-11.375084688794333,-7.868295881839822,-1
*CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/CCc3ccc(O*)c(OC)c3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.71000000000001,2.9517150020544083,-11.375083512387297,-7.868289434864416,-1
*CCCCCCCCCCCCCCCCCCCCCCCC(=O)Oc1ccc(C(=O)Nc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.63000000000001,2.3383186801420326,-11.37508644682306,-7.8682897166782215,-1
*CC(O)C(F)COc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)O*)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.06,3.1077520932296183,-11.37508912312323,-7.868292620126819,-1
*CCC(=O)OC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,69.67,1.9190407345122935,-11.477839265862327,-7.868784030959279,-1
*CCCNC(=O)CCCCCC(=O)NCCCCCNC(=O)NCCCCCCNC(*)=N,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,135.21,2.6432308886343137,-11.477838646097839,-7.868790631972651,-1
*/C=N/c1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(*)cc4)cc3)cc2)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,70.56,2.3574650838596583,-11.375087915512008,-7.868290460296808,-1
*CCCCCCCCCCCCCCCOC(=O)CCCCCCNC(=O)CCc1ccccc1C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,81.7,2.3512181122643803,-11.477840627252343,-7.868795192853375,-1
*Oc1ccc(C(=O)ONCc2cc(C)c(OC(=O)C(C)CC(=O)O*)c(C(=O)OCCCCC)c2)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,126.46000000000002,3.602170018324072,-11.375088249227195,-7.868291270167477,-1
*CCCCCC(=O)NCCCCCNC(=O)CCCCOC(=O)c1ccc(C(=O)NSCC(*)=O)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,130.67,2.699979733897692,-11.37508732280556,-7.868294133307835,-1
*C(=O)CCOC(=O)c1ccc(C(=O)Oc2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9,1.989072317352532,-11.375087913485052,-7.868292074583655,-1
*CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)NCCCCOCCNC(=O)NCCCCOC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,165.35,2.717254794004786,-11.375085748126212,-7.868289106395994,-1
*CCCCCCCCC(CNC(=O)CCCCC(=O)N(C)C(=O)N*)c1ccc(-c2ccc(Cl)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.51,2.9502540096218954,-11.375087215609154,-7.868293701985121,-1
*CCOC(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCCCCCCCCCCCC(=O)O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,110.8,2.1078795566304116,-11.477839284071717,-7.868791299330336,-1
*CCCCCCCCCCC(=O)Oc1ccc(C(=O)NNC(=O)C(=O)NCCCNC(=O)c2ccc(NC(=O)OCCO*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,190.25999999999996,2.702797597754934,-11.477842274610659,-7.868796546173866,-1
*CCCCCCCCCNC(=O)C(OCCCCCCC)C(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.63,2.7502311676763114,-11.3750870252109,-7.868292256327216,-1
*OP(=O)(OC)OC(O)c1ccc(/C=C/c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.99000000000001,3.2062205287340806,-11.477839171167343,-7.868793078381262,-1
*Oc1ccc(CC(NC(=O)NCC)C(*)=O)cc1C(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,67.43,2.9011573278492584,-11.47784277109917,-7.86878983629566,-1
*NN=Nc1ccc(Cc2ccc(NC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.91999999999999,2.49564104539812,-11.477839088877898,-7.868790299768554,-1
*CCCCCCCCCCCCCOC(=O)OCCCCCCCCOc1ccc(C(=O)OCc2ccc(-c3ccc(O*)cc3)c(C)c2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,80.29,2.744278889017391,-11.477840368820676,-7.868789788643611,-1
*OC(=O)NCCCCCCCNC(=O)CCCCCCC(=N)NCCSCCCNC(*)=CCCCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,115.34,3.157010913958101,-11.375086425045268,-7.8682889621663525,-1
*CC(*)C(=O)OC(=O)OCCCCCC(=S)Oc1ccc(C(=O)Oc2ccc(OCC)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,97.36000000000001,2.5931036885768624,-11.375086105940209,-7.868292371432026,-1
*CC1CCC(CCCCCCCCCCCCNC(=O)C(OCC)CCCCC(=O)O*)CC1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,64.63,2.93014886263499,-11.375085019035897,-7.868290789779898,-1
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)OC(C)C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,61.83,1.9555443998568371,-11.477843328376688,-7.868791531771479,-1
*CCCCCc1ccc(/C=N/c2ccc([N+](=O)[O-])cc2)cc1OCCCCCCCCCCCOc1ccc(*)s1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,73.96000000000001,2.792337920696374,-11.375086884663412,-7.868292782355885,-1
*CC(*)(C)C(=O)OCCCOc1ccc(OCC(CO)c2ccc(C(=O)C)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,82.06,2.72532710365755,-11.375084022489967,-7.868289837595137,-1
*CCCCCOC(=O)NOCCCCOCCOCCNC(=O)OCCSCOCCCCCCO*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,122.81000000000002,3.0383572573922972,-11.375097032275493,-7.86828211844635,-1
*CNC(=O)c1ccc(NC(=O)CCCCCC(=O)Nc2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,87.30000000000001,1.7131341536462124,-11.477845860004384,-7.868791968522625,-1
*CCCCCCCCCOC(=O)NS(=O)(=O)CCSSS(=O)(=O)CC(=O)O*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,132.90999999999997,3.1117660039876522,-11.47784268949631,-7.868793229706399,-1
*CC(O)COCCCOC(=O)N(CCCCCCCCCCCCC)c1ccc(Cc2ccc(-c3ccc(OC)cc3)cc2)cc1*,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,68.23,3.1267159417703745,-11.375087226681403,-7.8682921109549495,-1
*Oc1ccc(C(=O)c2ccc(OC(=O)OCCOC(*)=O)cc2C(=O)Oc2ccc(OC(=O)c3ccc(C#N)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,164.51999999999998,2.798416417891829,-11.375087524728661,-7.868293518654162,-1
*C(=O)CN(CC)C(=O)CNC(=O)CCCC(C)C(=O)NCCOC(=O)c1ccc(C(=O)NC(=O)c2ccc(*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,168.05,3.150445451286414,-11.47784001441515,-7.86879227216722,-1
*CCOCCOCCOC(=O)c1ccc(C(=O)Nc2ccc(C(=O)NNC(=O)N*)cc2C)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,144.09,2.282866112665932,-11.477840659008251,-7.868791237844438,-1
*CCOCCCOCCOC(=O)c1ccc(C(=O)O*)c(Br)c1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,71.06,2.1743412638702377,-11.375080700922512,-7.868289338604983,-1
*CCOCCO[Si](C)(C)NCC(=O)OC(*)OC(C)C,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,66.02000000000001,3.2925204367371865,-11.375079336555892,-7.868287918866476,-1
*NC(CC(*)=O)C(=O)OCCOC(CC)O,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,84.86000000000001,3.718288702261911,-11.477837942699502,-7.86879658695154,-1
*Oc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,84.5,1.6946528426326086,-11.477841653638748,-7.8687837307632424,-1
*Oc1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C(*)=O)c(C(C)C)c4)cc3)cc2)cc1OC#CCCCC,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,88.13000000000001,3.113185211362401,-11.37508172079392,-7.868286990223868,-1
*CCCCCCCCCCCCCCCCCOCCC=CCCCC(=O)OCCCOc1ccc(/C=N/c2ccc(O*)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,66.35000000000001,2.9170394213775346,-11.477841932165061,-7.868790660444558,-1
*CCCNC(=O)CNC(=O)CC(Cc1cccc(C(=O)NNC(=O)CCCC[SH](=O)(O*)CCCCC)c1)c1c(cccc1)c1ccccc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,142.7,3.79568308723044,-11.477842196130371,-7.8687911338128425,-1
*O[Si](C)(C)CCCCOC(=O)c1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,78.9,2.362573816852013,-11.477841141236677,-7.868792878295275,-1
